id,total_sleep_records,total_minutes_asleep,total_time_in_bed,source_period,source_file,sleep_date,sleep_hours,time_in_bed_hours,sleep_efficiency,day_of_week
1503960366,1,285,306,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-05-11,4.75,5.1,0.9314,miércoles
1644430081,1,119,127,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-29,1.98,2.12,0.937,viernes
1644430081,1,124,142,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-30,2.07,2.37,0.8732,sábado
1644430081,1,796,961,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-05-02,13.27,16.02,0.8283,lunes
1644430081,1,137,154,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-05-08,2.28,2.57,0.8896,domingo
1844505072,1,644,961,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-15,10.73,16.02,0.6701,viernes
1844505072,1,722,961,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-30,12.03,16.02,0.7513,sábado
1844505072,1,590,961,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-05-01,9.83,16.02,0.6139,domingo
1927972279,3,750,775,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-12,12.5,12.92,0.9677,martes
1927972279,1,398,422,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-13,6.63,7.03,0.9431,miércoles
1927972279,2,475,499,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-15,7.92,8.32,0.9519,viernes
1927972279,1,296,315,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-26,4.93,5.25,0.9397,martes
1927972279,1,166,178,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-28,2.77,2.97,0.9326,jueves
2026352035,1,503,546,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-12,8.38,9.1,0.9212,martes
2026352035,1,531,565,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-13,8.85,9.42,0.9398,miércoles
2026352035,1,545,568,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-14,9.08,9.47,0.9595,jueves
2026352035,1,523,573,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-15,8.72,9.55,0.9127,viernes
2026352035,1,524,567,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-16,8.73,9.45,0.9242,sábado
2026352035,1,437,498,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-17,7.28,8.3,0.8775,domingo
2026352035,1,498,540,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-19,8.3,9.0,0.9222,martes
2026352035,1,461,510,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-20,7.68,8.5,0.9039,miércoles
2026352035,1,477,514,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-21,7.95,8.57,0.928,jueves
2026352035,1,520,545,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-22,8.67,9.08,0.9541,viernes
2026352035,1,522,554,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-23,8.7,9.23,0.9422,sábado
2026352035,1,555,591,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-24,9.25,9.85,0.9391,domingo
2026352035,1,506,531,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-25,8.43,8.85,0.9529,lunes
2026352035,1,508,545,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-27,8.47,9.08,0.9321,miércoles
2026352035,1,513,545,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-28,8.55,9.08,0.9413,jueves
2026352035,1,490,510,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-29,8.17,8.5,0.9608,viernes
2026352035,1,573,607,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-30,9.55,10.12,0.944,sábado
2026352035,1,527,546,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-05-01,8.78,9.1,0.9652,domingo
2026352035,1,511,543,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-05-02,8.52,9.05,0.9411,lunes
2026352035,1,538,560,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-05-04,8.97,9.33,0.9607,miércoles
2026352035,1,468,485,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-05-05,7.8,8.08,0.9649,jueves
2026352035,1,524,548,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-05-06,8.73,9.13,0.9562,viernes
2026352035,1,511,521,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-05-07,8.52,8.68,0.9808,sábado
2026352035,1,541,568,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-05-08,9.02,9.47,0.9525,domingo
2026352035,1,531,556,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-05-09,8.85,9.27,0.955,lunes
2026352035,1,357,380,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-05-10,5.95,6.33,0.9395,martes
2026352035,1,523,553,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-05-11,8.72,9.22,0.9458,miércoles
2026352035,1,456,485,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-05-12,7.6,8.08,0.9402,jueves
2320127002,1,61,69,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-23,1.02,1.15,0.8841,sábado
2347167796,1,467,531,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-13,7.78,8.85,0.8795,miércoles
2347167796,1,445,489,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-14,7.42,8.15,0.91,jueves
2347167796,1,452,504,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-15,7.53,8.4,0.8968,viernes
2347167796,1,556,602,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-17,9.27,10.03,0.9236,domingo
2347167796,1,500,557,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-18,8.33,9.28,0.8977,lunes
2347167796,1,465,514,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-19,7.75,8.57,0.9047,martes
2347167796,1,460,484,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-21,7.67,8.07,0.9504,jueves
2347167796,1,405,461,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-22,6.75,7.68,0.8785,viernes
2347167796,1,374,386,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-23,6.23,6.43,0.9689,sábado
2347167796,1,442,459,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-24,7.37,7.65,0.963,domingo
2347167796,1,433,471,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-25,7.22,7.85,0.9193,lunes
2347167796,1,436,490,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-26,7.27,8.17,0.8898,martes
2347167796,1,448,499,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-27,7.47,8.32,0.8978,miércoles
2347167796,1,408,450,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-28,6.8,7.5,0.9067,jueves
2347167796,1,411,473,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-29,6.85,7.88,0.8689,viernes
3977333714,1,274,469,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-12,4.57,7.82,0.5842,martes
3977333714,2,295,456,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-13,4.92,7.6,0.6469,miércoles
3977333714,1,291,397,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-14,4.85,6.62,0.733,jueves
3977333714,1,424,556,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-15,7.07,9.27,0.7626,viernes
3977333714,1,283,510,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-16,4.72,8.5,0.5549,sábado
3977333714,1,381,566,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-17,6.35,9.43,0.6731,domingo
3977333714,2,412,522,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-18,6.87,8.7,0.7893,lunes
3977333714,1,219,395,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-19,3.65,6.58,0.5544,martes
3977333714,2,152,305,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-20,2.53,5.08,0.4984,miércoles
3977333714,1,332,512,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-21,5.53,8.53,0.6484,jueves
3977333714,1,355,476,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-22,5.92,7.93,0.7458,viernes
3977333714,1,235,372,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-23,3.92,6.2,0.6317,sábado
3977333714,1,310,526,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-24,5.17,8.77,0.5894,domingo
3977333714,1,262,467,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-25,4.37,7.78,0.561,lunes
3977333714,1,250,371,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-26,4.17,6.18,0.6739,martes
3977333714,1,349,540,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-27,5.82,9.0,0.6463,miércoles
3977333714,1,261,423,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-28,4.35,7.05,0.617,jueves
3977333714,1,333,478,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-29,5.55,7.97,0.6967,viernes
3977333714,1,237,382,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-30,3.95,6.37,0.6204,sábado
3977333714,1,383,626,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-05-01,6.38,10.43,0.6118,domingo
3977333714,1,230,384,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-05-02,3.83,6.4,0.599,lunes
3977333714,1,292,500,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-05-03,4.87,8.33,0.584,martes
3977333714,1,213,336,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-05-04,3.55,5.6,0.6339,miércoles
3977333714,1,318,480,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-05-05,5.3,8.0,0.6625,jueves
3977333714,1,323,512,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-05-06,5.38,8.53,0.6309,viernes
3977333714,1,237,443,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-05-07,3.95,7.38,0.535,sábado
3977333714,2,259,456,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-05-08,4.32,7.6,0.568,domingo
3977333714,1,312,452,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-05-10,5.2,7.53,0.6903,martes
4020332650,1,501,541,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-12,8.35,9.02,0.9261,martes
4020332650,1,77,77,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-16,1.28,1.28,1.0,sábado
4020332650,1,322,332,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-05-03,5.37,5.53,0.9699,martes
4020332650,1,478,536,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-05-04,7.97,8.93,0.8918,miércoles
4020332650,1,226,248,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-05-05,3.77,4.13,0.9113,jueves
4020332650,1,385,408,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-05-06,6.42,6.8,0.9436,viernes
4020332650,1,364,402,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-05-08,6.07,6.7,0.9055,domingo
4020332650,1,442,494,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-05-10,7.37,8.23,0.8947,martes
4319703577,1,535,557,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-14,8.92,9.28,0.9605,jueves
4319703577,1,465,491,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-15,7.75,8.18,0.947,viernes
4319703577,1,506,522,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-16,8.43,8.7,0.9693,sábado
4319703577,1,515,551,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-18,8.58,9.18,0.9347,lunes
4319703577,2,461,498,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-19,7.68,8.3,0.9257,martes
4319703577,1,523,543,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-20,8.72,9.05,0.9632,miércoles
4319703577,1,59,65,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-21,0.98,1.08,0.9077,jueves
4319703577,1,533,550,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-22,8.88,9.17,0.9691,viernes
4319703577,1,692,722,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-23,11.53,12.03,0.9584,sábado
4319703577,1,467,501,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-24,7.78,8.35,0.9321,domingo
4319703577,1,488,506,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-25,8.13,8.43,0.9644,lunes
4319703577,1,505,516,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-26,8.42,8.6,0.9787,martes
4319703577,1,286,307,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-27,4.77,5.12,0.9316,miércoles
